text,x0,y0,x1,y1,page
2500 SMBB,399.0,319.854,444.027,328.854,3
8.37,636.0,319.854,653.4689999999999,328.854,3
0151025000,664.5,319.854,713.64,328.854,3
8213U7ta1h,30.0,334.854,63.6583,345.354,3
BIP Argon,87.0,336.354,126.96,345.354,3
0482484,281.28,336.354,315.67799999999994,345.354,3
2500 SMBB Nanofab east loading dock,399.0,336.354,552.18,345.354,3
7.29,636.0,336.354,653.4689999999999,345.354,3
0151025000,664.5,336.354,713.64,345.354,3
8217U4ta8h,30.0,351.354,63.6583,361.85400000000004,3
BIP Argon,87.0,352.854,126.96,361.85400000000004,3
0485661,281.28,352.854,315.67799999999994,361.85400000000004,3
2500 SMBB Nanofab East Loading Dock,399.0,352.854,556.0409999999999,361.85400000000004,3
8.37,636.0,352.854,653.4689999999999,361.85400000000004,3
0151025000,664.5,352.854,713.64,361.85400000000004,3
8217U4ta9h,30.0,367.854,63.6583,378.35400000000004,3
BIP Argon,87.0,369.354,126.96,378.35400000000004,3
0485661,281.28,369.354,315.67799999999994,378.35400000000004,3
2500 SMBB Nanofab East Loading Dock,399.0,369.354,556.0409999999999,378.35400000000004,3
8.37,636.0,369.354,653.4689999999999,378.35400000000004,3
0151025000,664.5,369.354,713.64,378.35400000000004,3
8217U5ta0h,30.0,384.354,63.6583,394.85400000000004,3
BIP Argon,87.0,385.854,126.96,394.85400000000004,3
0485661,281.28,385.854,315.67799999999994,394.85400000000004,3
2500 SMBB Nanofab East Loading Dock,399.0,385.854,556.0409999999999,394.85400000000004,3
7.29,636.0,385.854,653.4689999999999,394.85400000000004,3
0151025000,664.5,385.854,713.64,394.85400000000004,3
8217U5ta1h,30.0,400.854,63.6583,411.35400000000004,3
BIP Argon,87.0,402.354,126.96,411.35400000000004,3
0488734,281.28,402.354,315.67799999999994,411.35400000000004,3
2500 SMBB,399.0,402.354,444.027,411.35400000000004,3
8.37,636.0,402.354,653.4689999999999,411.35400000000004,3
0151025000,664.5,402.354,713.64,411.35400000000004,3
8218U7ta3h,30.0,417.354,63.6583,427.85400000000004,3
Argon - UHP,87.0,418.854,136.365,427.85400000000004,3
0488734,281.28,418.854,315.67799999999994,427.85400000000004,3
2500 SMBB,399.0,418.854,444.027,427.85400000000004,3
8.37,636.0,418.854,653.4689999999999,427.85400000000004,3
0151025000,664.5,418.854,713.64,427.85400000000004,3
8218U7ta5h,30.0,433.854,63.6583,444.35400000000004,3
BIP Argon,87.0,435.354,126.96,444.35400000000004,3
0488734,281.28,435.354,315.67799999999994,444.35400000000004,3
2500 SMBB,399.0,435.354,444.027,444.35400000000004,3
8.37,636.0,435.354,653.4689999999999,444.35400000000004,3
0151025000,664.5,435.354,713.64,444.35400000000004,3
8218U7ta6h,30.0,450.354,63.6583,460.85400000000004,3
BIP Argon,87.0,451.854,126.96,460.85400000000004,3
0488734,281.28,451.854,315.67799999999994,460.85400000000004,3
2500 SMBB,399.0,451.854,444.027,460.85400000000004,3
8.37,636.0,451.854,653.4689999999999,460.85400000000004,3
0151025000,664.5,451.854,713.64,460.85400000000004,3
8219U9ta8h,30.0,466.854,63.6583,477.35400000000004,3
BIP Argon,87.0,468.354,126.96,477.35400000000004,3
0488816,281.28,468.354,315.67799999999994,477.35400000000004,3
2500 SMBB,399.0,468.354,444.027,477.35400000000004,3
8.37,636.0,468.354,653.4689999999999,477.35400000000004,3
0151025000,664.5,468.354,713.64,477.35400000000004,3
8220U7ta5h,30.0,483.354,63.6583,493.8539,3
BIP Argon,87.0,484.8539,126.96,493.8539,3
0490127,281.28,484.8539,315.67799999999994,493.8539,3
2500 SMBB Nanofab East Loading DOck,399.0,484.8539,557.526,493.8539,3
1.08,636.0,484.8539,653.4689999999999,493.8539,3
0151025000,664.5,484.8539,713.64,493.8539,3
8220U7ta6h,30.0,499.8539,63.6583,510.3539,3
BIP Argon,87.0,501.3539,126.96,510.3539,3
0490127,281.28,501.3539,315.67799999999994,510.3539,3
2500 SMBB Nanofab East Loading DOck,399.0,501.3539,557.526,510.3539,3
1.08,636.0,501.3539,653.4689999999999,510.3539,3
0151025000,664.5,501.3539,713.64,510.3539,3
Amount Total,516.0,520.134,569.649,529.134,3
789.47,626.28,520.8539000000001,653.577,529.8539000000001,3
Chart,22.5,539.634,47.278800000000004,548.634,3
01000512000003396260412021,62.28,540.3539000000001,211.33800000000008,549.3539000000001,3
CylBillAcct2,24.78,565.37775,52.48949999999999,570.62775,3
University of Utah,24.0,42.13200000000006,126.65280000000001,54.13200000000006,4
Date,645.78,45.999000000000024,664.7772,54.999000000000024,4
07/31/2020,674.3154,45.999000000000024,719.319,54.999000000000024,4
General Stores,23.999700000000075,55.23929999999996,87.9915000000001,64.23929999999996,4
Page,645.78,57.99959999999999,666.7329,66.99959999999999,4
4,674.274,57.99959999999999,679.278,66.99959999999999,4
Cylinder Billing Report,23.999700000000075,67.23990000000003,121.53720000000008,76.23990000000003,4
BarCode,24.78,85.85400000000004,58.053000000000004,94.85400000000004,4
Gas,132.7818,85.85400000000004,147.5238,94.85400000000004,4
Size,222.7755,85.85400000000004,238.57949999999997,94.85400000000004,4
CO #,294.77279999999996,85.85400000000004,315.92279999999994,94.85400000000004,4
PO #CDLocation,366.7898999999999,85.85400000000004,429.50999999999993,94.85400000000004,4
Demurrage,600.7872,85.85400000000004,645.1211999999999,94.85400000000004,4
Delivery Code,669.0,85.85400000000004,723.7199999999999,94.85400000000004,4
"2036NU2t2a2,h",30.0,104.63399999999996,63.6583,115.13399999999996,4
"N2, Liquid, 265",87.0,106.13399999999996,147.327,115.13399999999996,4
265 LTR/U,187.5,106.13399999999996,229.728,115.13399999999996,4
0488863,281.28,106.13399999999996,315.67799999999994,115.13399999999996,4
2500 SMBB,399.0,106.13399999999996,444.027,115.13399999999996,4
79.17,630.78,106.13399999999996,653.163,115.13399999999996,4
0151025000,664.5,106.13399999999996,713.64,115.13399999999996,4
2036U7ta3h,30.0,121.13399999999996,63.6583,131.63399999999996,4
"N2, Liquid, 265",87.0,122.63399999999996,147.327,131.63399999999996,4
0489841,281.28,122.63399999999996,315.67799999999994,131.63399999999996,4
2500 SMBB Nanofab Loading Dock,399.0,122.63399999999996,536.43,131.63399999999996,4
24.57,630.78,122.63399999999996,653.163,131.63399999999996,4
0151025000,664.5,122.63399999999996,713.64,131.63399999999996,4
2036C7o5lle,30.0,137.63399999999996,64.13929999999999,148.13399999999996,4
"N2, Liquid, 265",87.0,139.13399999999996,147.327,148.13399999999996,4
0487513,281.28,139.13399999999996,315.67799999999994,148.13399999999996,4
2500 SMBB Nanofab East Loading dock,399.0,139.13399999999996,554.9159999999999,148.13399999999996,4
5.46,636.0,139.13399999999996,653.4689999999999,148.13399999999996,4
0062016500,664.5,139.13399999999996,713.64,148.13399999999996,4
Amount Total,516.0,157.85399999999998,569.649,166.85399999999998,4
109.20,626.28,158.63399999999996,653.577,167.63399999999996,4
Chart,22.5,177.35399999999998,47.278800000000004,186.35399999999998,4
01000512000003396530012021,62.28,178.13399999999996,211.33800000000008,187.13399999999996,4
8083NC0o25lOle,30.0,193.13399999999996,64.13929999999999,203.63399999999996,4
N2O-Electronic,87.0,194.63399999999996,145.914,203.63399999999996,4
Lgw/disPr,187.5,194.63399999999996,226.32600000000002,203.63399999999996,4
0336838,281.28,194.63399999999996,315.67799999999994,203.63399999999996,4
1280 MEB,399.0,194.63399999999996,438.762,203.63399999999996,4
16.43,630.78,194.63399999999996,653.163,203.63399999999996,4
0062016500,664.5,194.63399999999996,713.64,203.63399999999996,4
Amount Total,516.0,213.35399999999998,569.649,222.35399999999998,4
16.43,630.78,214.13399999999996,653.163,223.13399999999996,4
Chart,22.5,232.85399999999998,47.278800000000004,241.85399999999998,4
01000512000172526260312021,62.28,233.63399999999996,211.33800000000008,242.63399999999996,4
8042HE7ne6gliui,30.0,248.63399999999996,64.9503,259.13399999999996,4
Helium. UHP,87.0,250.13399999999996,136.995,259.13399999999996,4
200C/Mt.A,187.5,250.13399999999996,229.161,259.13399999999996,4
0242085,281.28,250.13399999999996,315.67799999999994,259.13399999999996,4
1280 MEB,399.0,250.13399999999996,438.762,259.13399999999996,4
6.82,636.0,250.13399999999996,653.4689999999999,259.13399999999996,4
0372002140,664.5,250.13399999999996,713.64,259.13399999999996,4
8044E1n8gi,30.0,265.13399999999996,62.1035,275.63399999999996,4
Argon - UHP,87.0,266.63399999999996,136.365,275.63399999999996,4
0245179,281.28,266.63399999999996,315.67799999999994,275.63399999999996,4
1280 MEB,399.0,266.63399999999996,438.762,275.63399999999996,4
6.82,636.0,266.63399999999996,653.4689999999999,275.63399999999996,4
0372002140,664.5,266.63399999999996,713.64,275.63399999999996,4
8125U6ta7h,30.0,281.63399999999996,63.6583,292.13399999999996,4
Argon - UHP,87.0,283.13399999999996,136.365,292.13399999999996,4
0420365,281.28,283.13399999999996,315.67799999999994,292.13399999999996,4
2500 SMBB,399.0,283.13399999999996,444.027,292.13399999999996,4
7.13,636.0,283.13399999999996,653.4689999999999,292.13399999999996,4
0151025000,664.5,283.13399999999996,713.64,292.13399999999996,4
8133U4ta9h,30.0,298.13399999999996,63.6583,308.63399999999996,4
20% O2 in N2,87.0,299.63399999999996,143.35799999999998,308.63399999999996,4
0425633,281.28,299.63399999999996,315.67799999999994,308.63399999999996,4
2500 SMBB,399.0,299.63399999999996,444.027,308.63399999999996,4
7.44,636.0,299.63399999999996,653.4689999999999,308.63399999999996,4
0151025000,664.5,299.63399999999996,713.64,308.63399999999996,4
8133U5ta0h,30.0,314.63399999999996,63.6583,325.13399999999996,4
5% H2 in Argon,87.0,316.13399999999996,150.756,325.13399999999996,4
0426576,281.28,316.13399999999996,315.67799999999994,325.13399999999996,4
2500 SMBB,399.0,316.13399999999996,444.027,325.13399999999996,4
7.44,636.0,316.13399999999996,653.4689999999999,325.13399999999996,4
0151025000,664.5,316.13399999999996,713.64,325.13399999999996,4
8218U7ta4h,30.0,331.13399999999996,63.6583,341.63399999999996,4
Argon - UHP,87.0,332.63399999999996,136.365,341.63399999999996,4
0487281,281.28,332.63399999999996,315.67799999999994,341.63399999999996,4
2500 SMBB,399.0,332.63399999999996,444.027,341.63399999999996,4
8.37,636.0,332.63399999999996,653.4689999999999,341.63399999999996,4
0151025000,664.5,332.63399999999996,713.64,341.63399999999996,4
Amount Total,516.0,351.354,569.649,360.35400000000004,4
44.02,630.78,352.13399999999996,653.163,361.134,4
Chart,22.5,370.854,47.278800000000004,379.85400000000004,4
01000531001054196260112021,62.28,371.63399999999996,211.33800000000008,380.634,4
2008AB0irog6eo,30.0,386.63399999999996,63.5013,397.134,4
Argon,87.0,388.13399999999996,110.52600000000001,397.134,4
K/UU,187.5,388.13399999999996,208.03799999999998,397.134,4
0404622,281.28,388.13399999999996,315.67799999999994,397.134,4
2565 MEB,399.0,388.13399999999996,438.762,397.134,4
4.96,636.0,388.13399999999996,653.4689999999999,397.134,4
0570005060,664.5,388.13399999999996,713.64,397.134,4
2011B4IO8E,30.0,403.13399999999996,65.0783,413.634,4
Argon,87.0,404.63399999999996,110.52600000000001,413.634,4
0336467,281.28,404.63399999999996,315.67799999999994,413.634,4
2565 MEB,399.0,404.63399999999996,438.762,413.634,4
4.96,636.0,404.63399999999996,653.4689999999999,413.634,4
0062027500,664.5,404.63399999999996,713.64,413.634,4
2031B7io6 E,30.0,419.63399999999996,65.1091,430.134,4
Acetylene - MC,87.0,421.13399999999996,146.57099999999997,430.134,4
0297857,281.28,421.13399999999996,315.67799999999994,430.134,4
2405 MEB,399.0,421.13399999999996,438.762,430.134,4
4.96,636.0,421.13399999999996,653.4689999999999,430.134,4
0570001080,664.5,421.13399999999996,713.64,430.134,4
2035B9io5 E,30.0,436.13399999999996,65.1091,446.634,4
Oxygen - 20 CF,87.0,437.63399999999996,148.686,446.634,4
0298452,281.28,437.63399999999996,315.67799999999994,446.634,4
2405 MEB,399.0,437.63399999999996,438.762,446.634,4
4.96,636.0,437.63399999999996,653.4689999999999,446.634,4
0570001080,664.5,437.63399999999996,713.64,446.634,4
8083B7IO3E,30.0,452.63399999999996,65.0783,463.134,4
Nitrogen 40 CF,87.0,454.13399999999996,146.48999999999998,463.134,4
0336467,281.28,454.13399999999996,315.67799999999994,463.134,4
2565 MEB,399.0,454.13399999999996,438.762,463.134,4
6.82,636.0,454.13399999999996,653.4689999999999,463.134,4
0062027500,664.5,454.13399999999996,713.64,463.134,4
Amount Total,516.0,472.854,569.649,481.85400000000004,4
26.66,630.78,473.63399999999996,653.163,482.634,4
Chart,22.5,492.3539,47.278800000000004,501.3539,4
01000532500060516260012021,62.28,493.13399999999996,211.33800000000008,502.13399999999996,4
1153OB4ixo4yeg,30.0,508.13399999999996,65.2832,518.634,4
"Oxygen, USP",87.0,509.63399999999996,138.46200000000002,518.634,4
200C/Mt.A,187.5,509.63399999999996,229.161,518.634,4
0089952,281.28,509.63399999999996,315.67799999999994,518.634,4
1571 MEB,399.0,509.63399999999996,438.762,518.634,4
6.82,636.0,509.63399999999996,653.4689999999999,518.634,4
0064024800,664.5,509.63399999999996,713.64,518.634,4
1153B4io7e,30.0,524.634,61.9816,535.134,4
"Oxygen, USP",87.0,526.134,138.46200000000002,535.134,4
0089952,281.28,526.134,315.67799999999994,535.134,4
1571 MEB,399.0,526.134,438.762,535.134,4
6.82,636.0,526.134,653.4689999999999,535.134,4
0064024800,664.5,526.134,713.64,535.134,4
1153B4io8e,30.0,541.134,61.9816,551.634,4
"Oxygen, USP",87.0,542.634,138.46200000000002,551.634,4
0089952,281.28,542.634,315.67799999999994,551.634,4
1571 MEB,399.0,542.634,438.762,551.634,4
6.82,636.0,542.634,653.4689999999999,551.634,4
0064024800,664.5,542.634,713.64,551.634,4
CylBillAcct2,24.78,565.37775,52.48949999999999,570.62775,4
University of Utah,24.0,42.13200000000006,126.65280000000001,54.13200000000006,5
Date,645.78,45.999000000000024,664.7772,54.999000000000024,5
07/31/2020,674.3154,45.999000000000024,719.319,54.999000000000024,5
General Stores,23.999700000000075,55.23929999999996,87.9915000000001,64.23929999999996,5
Page,645.78,57.99959999999999,666.7329,66.99959999999999,5
5,674.274,57.99959999999999,679.278,66.99959999999999,5
Cylinder Billing Report,23.999700000000075,67.23990000000003,121.53720000000008,76.23990000000003,5
BarCode,24.78,85.85400000000004,58.053000000000004,94.85400000000004,5
Gas,132.7818,85.85400000000004,147.5238,94.85400000000004,5
Size,222.7755,85.85400000000004,238.57949999999997,94.85400000000004,5
CO #,294.77279999999996,85.85400000000004,315.92279999999994,94.85400000000004,5
PO #CDLocation,366.7898999999999,85.85400000000004,429.50999999999993,94.85400000000004,5
Demurrage,600.7872,85.85400000000004,645.1211999999999,94.85400000000004,5
Delivery Code,669.0,85.85400000000004,723.7199999999999,94.85400000000004,5
Amount Total,516.0,104.63399999999996,569.649,113.63399999999996,5
20.46,630.78,105.35399999999998,653.163,114.35399999999998,5
Chart,22.5,124.13399999999996,47.278800000000004,133.13399999999996,5
01000532500194566260012021,62.28,124.85399999999998,211.33800000000008,133.85399999999998,5
8140NB1IitO2ro,30.0,139.85399999999998,64.20439999999999,150.35399999999998,5
"Nitrogen, UHP",87.0,141.35399999999998,143.41199999999998,150.35399999999998,5
200C/Mt.A,187.5,141.35399999999998,229.161,150.35399999999998,5
0432239,281.28,141.35399999999998,315.67799999999994,150.35399999999998,5
540 BPRB,399.0,141.35399999999998,437.709,150.35399999999998,5
7.13,636.0,141.35399999999998,653.4689999999999,150.35399999999998,5
0151031000,664.5,141.35399999999998,713.64,150.35399999999998,5
Amount Total,516.0,160.13399999999996,569.649,169.13399999999996,5
7.13,636.0,160.85399999999998,653.4689999999999,169.85399999999998,5
Chart,22.5,179.63399999999996,47.278800000000004,188.63399999999996,5
01000532500194596260012021,62.28,180.35399999999998,211.33800000000008,189.35399999999998,5
2011OB3IxO6y g,30.0,195.35399999999998,65.2832,205.85399999999998,5
"Oxygen, USP",87.0,196.85399999999998,138.46200000000002,205.85399999999998,5
K/UU,187.5,196.85399999999998,208.03799999999998,205.85399999999998,5
0450403,281.28,196.85399999999998,315.67799999999994,205.85399999999998,5
4800J SMBB,399.0,196.85399999999998,447.78,205.85399999999998,5
4.96,636.0,196.85399999999998,653.4689999999999,205.85399999999998,5
0151031000,664.5,196.85399999999998,713.64,205.85399999999998,5
Amount Total,516.0,215.63399999999996,569.649,224.63399999999996,5
4.96,636.0,216.35399999999998,653.4689999999999,225.35399999999998,5
Chart,22.5,235.13399999999996,47.278800000000004,244.13399999999996,5
01000532500263166260012021,62.28,235.85399999999998,211.33800000000008,244.85399999999998,5
2002CB7IOO42,30.0,250.85399999999998,61.687000000000005,261.354,5
CO2 - 50 Lb.,87.0,252.35399999999998,137.427,261.354,5
K/UU,187.5,252.35399999999998,208.03799999999998,261.354,5
0488008,281.28,252.35399999999998,315.67799999999994,261.354,5
5371 SMBB,399.0,252.35399999999998,444.027,261.354,5
6.20,636.0,252.35399999999998,653.4689999999999,261.354,5
0151031000,664.5,252.35399999999998,713.64,261.354,5
2009B4IO1,30.0,267.354,60.03,277.854,5
Hydrogen,87.0,268.854,125.394,277.854,5
0434273,281.28,268.854,315.67799999999994,277.854,5
OPEN LAB AREA OUTSIDE ROOM 5371 SMBB,399.0,268.854,579.441,277.854,5
4.96,636.0,268.854,653.4689999999999,277.854,5
0151031000,664.5,268.854,713.64,277.854,5
2011B4IO7,30.0,283.854,60.03,294.354,5
Argon,87.0,285.354,110.52600000000001,294.354,5
0478466,281.28,285.354,315.67799999999994,294.354,5
5371 SMBB,399.0,285.354,444.027,294.354,5
6.20,636.0,285.354,653.4689999999999,294.354,5
0151031000,664.5,285.354,713.64,294.354,5
2026B2IO2,30.0,300.354,60.03,310.854,5
Argon,87.0,301.854,110.52600000000001,310.854,5
0478466,281.28,301.854,315.67799999999994,310.854,5
5371 SMBB,399.0,301.854,444.027,310.854,5
6.20,636.0,301.854,653.4689999999999,310.854,5
0151031000,664.5,301.854,713.64,310.854,5
2053B7IO1,30.0,316.854,60.03,327.354,5
CO2 - 50 Lb.,87.0,318.354,137.427,327.354,5
0480065,281.28,318.354,315.67799999999994,327.354,5
5371 SMBB,399.0,318.354,444.027,327.354,5
6.20,636.0,318.354,653.4689999999999,327.354,5
0151031000,664.5,318.354,713.64,327.354,5
8206B7IO7,30.0,333.354,60.03,343.854,5
"5%H2, in N2",87.0,334.854,138.057,343.854,5
0488268,281.28,334.854,315.67799999999994,343.854,5
5371 SMBB,399.0,334.854,444.027,343.854,5
8.37,636.0,334.854,653.4689999999999,343.854,5
0151031000,664.5,334.854,713.64,343.854,5
8219B8IO8,30.0,349.854,60.03,360.35400000000004,5
"5%H2, in N2",87.0,351.354,138.057,360.35400000000004,5
0488409,281.28,351.354,315.67799999999994,360.35400000000004,5
